x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
12516.121094	9584.136719	11.000000	11.000000	0	80	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	1	1	0	0.000000	0.000000	0.000000	79	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12495.840820	9538.434570	11.000000	11.000000	0	81	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	2	1	0	0.000000	0.000000	0.000000	80	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12475.561523	9492.731445	11.000000	11.000000	0	82	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	3	1	0	0.000000	0.000000	0.000000	81	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12455.282227	9447.029297	11.000000	11.000000	0	83	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	4	1	0	0.000000	0.000000	0.000000	82	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12435.001953	9401.326172	11.000000	11.000000	0	84	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	5	1	0	0.000000	0.000000	0.000000	83	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12414.722656	9355.624023	11.000000	11.000000	0	85	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	6	1	0	0.000000	0.000000	0.000000	84	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12394.443359	9309.920898	11.000000	11.000000	0	86	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	7	1	0	0.000000	0.000000	0.000000	85	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12374.163086	9264.218750	11.000000	11.000000	0	87	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	8	1	0	0.000000	0.000000	0.000000	86	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12353.883789	9218.515625	11.000000	11.000000	0	88	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	9	1	0	0.000000	0.000000	0.000000	87	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12333.603516	9172.812500	11.000000	11.000000	0	89	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	10	1	0	0.000000	0.000000	0.000000	88	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12313.324219	9127.110352	11.000000	11.000000	0	90	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	11	1	0	0.000000	0.000000	0.000000	89	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
12293.044922	9081.407227	11.000000	11.000000	0	91	255	13	0	5	0	12536.400391	9629.839844	-790.905884	-1782.405029	40	1	12	1	0	0.000000	0.000000	0.000000	90	-3123.699951	0.000000	-3123.699951	0.000000	1	0	0.000000
