x	y	CX	CY	Type	Fileindex	Color	ROP2	Hidden	Group	AryType	AryX	AryY	AryCX	AryCY	AryNX	AryNY	AryXpos	AryYpos	AptExists	AptCX	AptCY	AptAngle	Text	Z	CZ	AryZ	AryCZ	AryNZ	AryZPos	AryAngle
36711.562500	27912.419922	11.000000	11.000000	0	88	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	87	0	0	0.000000	0.000000	0.000000	87	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36761.562500	27912.419922	11.000000	11.000000	0	89	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	88	0	0	0.000000	0.000000	0.000000	88	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36811.562500	27912.419922	11.000000	11.000000	0	90	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	89	0	0	0.000000	0.000000	0.000000	89	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36861.562500	27912.419922	11.000000	11.000000	0	91	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	90	0	0	0.000000	0.000000	0.000000	90	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36911.562500	27912.419922	11.000000	11.000000	0	92	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	91	0	0	0.000000	0.000000	0.000000	91	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
36961.562500	27912.419922	11.000000	11.000000	0	93	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	92	0	0	0.000000	0.000000	0.000000	92	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37011.562500	27912.419922	11.000000	11.000000	0	94	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	93	0	0	0.000000	0.000000	0.000000	93	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37061.562500	27912.419922	11.000000	11.000000	0	95	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	94	0	0	0.000000	0.000000	0.000000	94	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37111.562500	27912.419922	11.000000	11.000000	0	96	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	95	0	0	0.000000	0.000000	0.000000	95	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37161.562500	27912.419922	11.000000	11.000000	0	97	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	96	0	0	0.000000	0.000000	0.000000	96	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37211.562500	27912.419922	11.000000	11.000000	0	98	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	97	0	0	0.000000	0.000000	0.000000	97	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37261.562500	27912.419922	11.000000	11.000000	0	99	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	98	0	0	0.000000	0.000000	0.000000	98	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
37311.562500	27912.419922	11.000000	11.000000	0	100	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	99	0	0	0.000000	0.000000	0.000000	99	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
32361.564453	27962.419922	11.000000	11.000000	0	101	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	0	1	0	0.000000	0.000000	0.000000	100	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
32411.564453	27962.419922	11.000000	11.000000	0	102	255	13	0	20	1	32361.564453	27912.419922	4950.000000	4450.000000	100	90	1	1	0	0.000000	0.000000	0.000000	101	-3669.300049	0.000000	-3669.300049	0.000000	1	0	0.000000
